Legionair 140 (digitized and smoothed by MSelig)
1.0000000 0.0032182
0.9997480 0.0032645
0.9989930 0.0034027
0.9977360 0.0036308
0.9959770 0.0039460
0.9937190 0.0043442
0.9909640 0.0048207
0.9877150 0.0053705
0.9839740 0.0059883
0.9797460 0.0066689
0.9750360 0.0074072
0.9698460 0.0081995
0.9641840 0.0090415
0.9580540 0.0099309
0.9514630 0.0108655
0.9444180 0.0118444
0.9369250 0.0128676
0.9289920 0.0139359
0.9206270 0.0150506
0.9118380 0.0162141
0.9026350 0.0174282
0.8930270 0.0186919
0.8830220 0.0200039
0.8726320 0.0213623
0.8618670 0.0227655
0.8507370 0.0242121
0.8392550 0.0257004
0.8274300 0.0272294
0.8152760 0.0287975
0.8028050 0.0304033
0.7900280 0.0320460
0.7769600 0.0337243
0.7636130 0.0354372
0.7500000 0.0371838
0.7361360 0.0389598
0.7220330 0.0407593
0.7077080 0.0425760
0.6931730 0.0444043
0.6784430 0.0462387
0.6635340 0.0480736
0.6484600 0.0499040
0.6332370 0.0517250
0.6178790 0.0535318
0.6024030 0.0553198
0.5868240 0.0570845
0.5711570 0.0588202
0.5554190 0.0605195
0.5396250 0.0621751
0.5237910 0.0637799
0.5079330 0.0653269
0.4920670 0.0668093
0.4762090 0.0682192
0.4603750 0.0695479
0.4445810 0.0707869
0.4288430 0.0719276
0.4131760 0.0729615
0.3975970 0.0738801
0.3821210 0.0746753
0.3667630 0.0753388
0.3515400 0.0758625
0.3364660 0.0762382
0.3215570 0.0764590
0.3068270 0.0765195
0.2922920 0.0764148
0.2779670 0.0761398
0.2638640 0.0756895
0.2500000 0.0750611
0.2363870 0.0742541
0.2230400 0.0732687
0.2099720 0.0721046
0.1971950 0.0707618
0.1847240 0.0692448
0.1725700 0.0675620
0.1607450 0.0657219
0.1492630 0.0637334
0.1381330 0.0616053
0.1273680 0.0593502
0.1169780 0.0569816
0.1069730 0.0545131
0.0973650 0.0519588
0.0881620 0.0493318
0.0793730 0.0466457
0.0710080 0.0439147
0.0630750 0.0411524
0.0555820 0.0383725
0.0485370 0.0355890
0.0419460 0.0328153
0.0358160 0.0300650
0.0301540 0.0273519
0.0249640 0.0246871
0.0202540 0.0220829
0.0160260 0.0195487
0.0122850 0.0170960
0.0090360 0.0147364
0.0062810 0.0124799
0.0040230 0.0103342
0.0022640 0.0083034
0.0010070 0.0063938
0.0002520 0.0046084
0.0000000 0.0029505
0.0002520 0.0014152
0.0010070 -0.0000036
0.0022640 -0.0013109
0.0040230 -0.0025116
0.0062810 -0.0036085
0.0090360 -0.0046062
0.0122850 -0.0055092
0.0160260 -0.0063228
0.0202540 -0.0070516
0.0249640 -0.0077005
0.0301540 -0.0082746
0.0358160 -0.0087787
0.0419460 -0.0092176
0.0485370 -0.0095964
0.0555820 -0.0099194
0.0630750 -0.0101904
0.0710080 -0.0104128
0.0793730 -0.0105900
0.0881620 -0.0107256
0.0973650 -0.0108231
0.1069730 -0.0108859
0.1169780 -0.0109175
0.1273680 -0.0109215
0.1381330 -0.0109013
0.1492630 -0.0108601
0.1607450 -0.0108001
0.1725700 -0.0107232
0.1847240 -0.0106315
0.1971950 -0.0105269
0.2099720 -0.0104115
0.2230400 -0.0102872
0.2363870 -0.0101562
0.2500000 -0.0100204
0.2638640 -0.0098812
0.2779670 -0.0097396
0.2922920 -0.0095963
0.3068270 -0.0094521
0.3215570 -0.0093076
0.3364660 -0.0091638
0.3515400 -0.0090214
0.3667630 -0.0088812
0.3821210 -0.0087435
0.3975970 -0.0086083
0.4131760 -0.0084752
0.4288430 -0.0083441
0.4445810 -0.0082147
0.4603750 -0.0080868
0.4762090 -0.0079601
0.4920670 -0.0078343
0.5079330 -0.0077092
0.5237910 -0.0075844
0.5396250 -0.0074592
0.5554190 -0.0073333
0.5711570 -0.0072060
0.5868240 -0.0070768
0.6024030 -0.0069452
0.6178790 -0.0068107
0.6332370 -0.0066733
0.6484600 -0.0065329
0.6635340 -0.0063894
0.6784430 -0.0062426
0.6931730 -0.0060926
0.7077080 -0.0059392
0.7220330 -0.0057825
0.7361360 -0.0056225
0.7500000 -0.0054600
0.7636130 -0.0052955
0.7769600 -0.0051297
0.7900280 -0.0049632
0.8028050 -0.0047967
0.8152760 -0.0046310
0.8274300 -0.0044667
0.8392550 -0.0043048
0.8507370 -0.0041467
0.8618670 -0.0039938
0.8726320 -0.0038476
0.8830220 -0.0037094
0.8930270 -0.0035805
0.9026350 -0.0034621
0.9118380 -0.0033553
0.9206270 -0.0032609
0.9289920 -0.0031797
0.9369250 -0.0031120
0.9444180 -0.0030581
0.9514630 -0.0030182
0.9580540 -0.0029922
0.9641840 -0.0029796
0.9698460 -0.0029794
0.9750360 -0.0029902
0.9797460 -0.0030103
0.9839740 -0.0030377
0.9877150 -0.0030700
0.9909640 -0.0031048
0.9937190 -0.0031395
0.9959770 -0.0031717
0.9977360 -0.0031994
0.9989930 -0.0032205
0.9993102 -0.0032261
