SA7026
       1.00000      .00000
        .99812      .00025
        .99257      .00112
        .98355      .00270
        .97128      .00505
        .95598      .00814
        .93789      .01194
        .91722      .01639
        .89423      .02143
        .86923      .02689
        .84236      .03256
        .81374      .03834
        .78363      .04413
        .75217      .04973
        .71943      .05507
        .68567      .06013
        .65104      .06475
        .61567      .06887
        .57976      .07253
        .54351      .07560
        .50708      .07805
        .47064      .07993
        .43443      .08118
        .39861      .08178
        .36340      .08176
        .32899      .08108
        .29556      .07972
        .26324      .07774
        .23227      .07512
        .20276      .07186
        .17482      .06802
        .14864      .06364
        .12432      .05872
        .10192      .05333
        .08158      .04758
        .06339      .04150
        .04737      .03517
        .03359      .02875
        .02214      .02233
        .01305      .01603
        .00632      .01000
        .00197      .00446
0.0 0.0
        .00127     -.00358
        .00625     -.00623
        .01442     -.00876
        .02556     -.01092
        .03965     -.01261
        .05671     -.01386
        .07661     -.01470
        .09927     -.01511
        .12456     -.01513
        .15235     -.01480
        .18248     -.01415
        .21478     -.01322
        .24905     -.01205
        .28508     -.01068
        .32266     -.00916
        .36155     -.00755
        .40149     -.00589
        .44222     -.00424
        .48346     -.00264
        .52494     -.00113
        .56635      .00024
        .60740      .00144
        .64779      .00244
        .68722      .00324
        .72541      .00382
        .76207      .00418
        .79694      .00434
        .82975      .00429
        .86025      .00407
        .88823      .00369
        .91346      .00318
        .93575      .00259
        .95493      .00196
        .97085      .00134
        .98337      .00081
        .99248      .00043
        .99809      .00014
       1.00000     0.00000
