# McDonnell Douglas (MDA) 30P-30N Coordinates
#            Slat      Flap
# Delta      30         30
# Gap        2.95       1.27
# Overhang   -2.50      0.25
# Slat
0.018772	0.005079
0.018419	0.004721
0.018054	0.004347
0.017676	0.003954
0.017284	0.003542
0.016878	0.003110
0.016458	0.002657
0.016022	0.002183
0.015570	0.001687
0.015100	0.001169
0.014610	0.000628
0.014102	0.000063
0.013571	-0.000525
0.013017	-0.001138
0.012437	-0.001775
0.011829	-0.002435
0.011191	-0.003119
0.010522	-0.003829
0.009822	-0.004565
0.009087	-0.005329
0.008319	-0.006122
0.007514	-0.006945
0.006672	-0.007799
0.005790	-0.008686
0.004867	-0.009607
0.003903	-0.010564
0.002894	-0.011559
0.001841	-0.012594
0.000743	-0.013672
-0.000403	-0.014794
-0.001597	-0.015965
-0.002841	-0.017186
-0.004135	-0.018462
-0.005477	-0.019797
-0.006871	-0.021195
-0.008314	-0.022662
-0.009806	-0.024203
-0.011344	-0.025825
-0.012926	-0.027535
-0.014549	-0.029343
-0.016205	-0.031258
-0.017891	-0.033289
-0.019592	-0.035450
-0.021309	-0.037747
-0.022983	-0.040060
-0.024619	-0.042386
-0.026214	-0.044726
-0.027763	-0.047083
-0.029264	-0.049456
-0.030714	-0.051848
-0.032108	-0.054259
-0.033444	-0.056690
-0.034716	-0.059142
-0.035921	-0.061614
-0.037054	-0.064108
-0.038109	-0.066624
-0.039082	-0.069160
-0.039967	-0.071716
-0.040772	-0.074288
-0.041506	-0.076868
-0.042134	-0.079465
-0.042648	-0.082076
-0.043062	-0.084693
-0.043297	-0.087321
-0.043324	-0.089948
-0.043201	-0.092562
-0.042842	-0.095142
-0.042137	-0.097638
-0.041129	-0.100018
-0.039873	-0.102263
-0.038281	-0.104273
-0.036297	-0.105868
-0.034055	-0.107067
-0.031672	-0.107920
-0.029187	-0.108379
-0.026748	-0.108659
-0.029094	-0.109431
-0.031415	-0.110037
-0.033590	-0.110640
-0.035656	-0.111197
-0.037619	-0.111711
-0.039484	-0.112183
-0.041256	-0.112615
-0.042941	-0.113006
-0.044543	-0.113357
-0.046066	-0.113671
-0.047512	-0.113958
-0.048885	-0.114221
-0.050189	-0.114462
-0.051427	-0.114677
-0.052603	-0.114868
-0.053721	-0.115036
-0.054782	-0.115183
-0.055790	-0.115310
-0.056747	-0.115417
-0.057656	-0.115506
-0.058519	-0.115578
-0.059338	-0.115635
-0.060116	-0.115677
-0.060853	-0.115709
-0.061553	-0.115727
-0.062217	-0.115740
-0.062846	-0.115745
-0.063442	-0.115747
-0.064008	-0.115748
-0.064544	-0.115746
-0.065091	-0.115736
-0.065646	-0.115721
-0.066212	-0.115700
-0.066788	-0.115671
-0.067373	-0.115634
-0.067968	-0.115586
-0.068574	-0.115528
-0.069189	-0.115457
-0.069813	-0.115371
-0.070447	-0.115269
-0.071089	-0.115148
-0.071738	-0.115005
-0.072395	-0.114839
-0.073059	-0.114655
-0.073731	-0.114453
-0.074411	-0.114232
-0.075096	-0.113988
-0.075786	-0.113719
-0.076477	-0.113416
-0.077166	-0.113079
-0.077851	-0.112703
-0.078536	-0.112299
-0.079222	-0.111866
-0.079899	-0.111396
-0.080560	-0.110880
-0.081198	-0.110310
-0.081811	-0.109693
-0.082402	-0.109033
-0.082952	-0.108319
-0.083448	-0.107546
-0.083893	-0.106724
-0.084289	-0.105859
-0.084636	-0.104954
-0.084929	-0.104012
-0.085138	-0.103030
-0.085274	-0.102035
-0.085365	-0.100907
-0.085382	-0.099631
-0.085315	-0.098455
-0.085186	-0.097375
-0.085020	-0.096384
-0.084802	-0.095403
-0.084520	-0.094356
-0.084173	-0.093236
-0.083752	-0.092040
-0.083245	-0.090768
-0.082653	-0.089411
-0.081969	-0.087965
-0.081171	-0.086432
-0.080249	-0.084807
-0.079196	-0.083084
-0.078005	-0.081257
-0.076671	-0.079313
-0.075186	-0.077242
-0.073513	-0.075054
-0.071637	-0.072745
-0.069545	-0.070302
-0.067229	-0.067711
-0.064681	-0.064951
-0.061886	-0.062007
-0.058795	-0.058895
-0.055389	-0.055597
-0.051650	-0.052095
-0.047564	-0.048359
-0.043114	-0.044359
-0.038247	-0.040102
-0.032926	-0.035572
-0.028041	-0.031499
-0.023568	-0.027823
-0.019479	-0.024498
-0.015736	-0.021497
-0.012314	-0.018785
-0.009188	-0.016330
-0.006336	-0.014104
-0.003735	-0.012086
-0.001363	-0.010252
0.000798	-0.008586
0.002768	-0.007074
0.004565	-0.005702
0.006203	-0.004457
0.007695	-0.003324
0.009054	-0.002295
0.010292	-0.001358
0.011418	-0.000506
0.012443	0.000271
0.013376	0.000978
0.014224	0.001622
0.014996	0.002209
0.015699	0.002743
0.016339	0.003229
0.016921	0.003671
0.017451	0.004074
0.017933	0.004441
0.018372	0.004775
0.018772	0.005079
# Main Element
0.874007	0.030943
0.872863	0.030998
0.871593	0.031057
0.870183	0.031122
0.868618	0.031193
0.866881	0.031269
0.864953	0.031350
0.862811	0.031435
0.860434	0.031522
0.857796	0.031608
0.854866	0.031689
0.851614	0.031760
0.848003	0.031814
0.843994	0.031867
0.839543	0.031919
0.834602	0.031966
0.829117	0.031999
0.823028	0.032007
0.816269	0.032007
0.808766	0.032007
0.800436	0.032007
0.791190	0.032007
0.782598	0.032007
0.774615	0.032007
0.767197	0.032007
0.760305	0.032007
0.753901	0.032007
0.747951	0.032007
0.742422	0.032007
0.737284	0.032007
0.732511	0.032007
0.728075	0.032007
0.723954	0.032007
0.720125	0.032007
0.716567	0.032007
0.713261	0.032007
0.710189	0.032007
0.707334	0.032007
0.704682	0.032007
0.702218	0.032007
0.699928	0.032007
0.699928	0.029717
0.699928	0.027266
0.699928	0.024643
0.699928	0.021835
0.699928	0.018829
0.699928	0.015611
0.699928	0.012167
0.699928	0.008481
0.699928	0.004984
0.699928	0.001668
0.699928	-0.001477
0.699928	-0.004460
0.699928	-0.007290
0.699928	-0.009974
0.699928	-0.012519
0.699928	-0.014933
0.699928	-0.017223
0.697677	-0.017643
0.695071	-0.018128
0.692055	-0.018689
0.688563	-0.019339
0.684521	-0.020089
0.679842	-0.020957
0.674427	-0.021964
0.668158	-0.023132
0.660902	-0.024479
0.652498	-0.026017
0.642764	-0.027769
0.631496	-0.029798
0.618444	-0.032100
0.603315	-0.034618
0.585771	-0.037338
0.565433	-0.040376
0.541852	-0.043573
0.514498	-0.046622
0.482750	-0.049668
0.445938	-0.052108
0.403256	-0.053950
0.353819	-0.054374
0.311287	-0.053957
0.274721	-0.053096
0.243283	-0.051548
0.216265	-0.049983
0.193037	-0.048314
0.173075	-0.046620
0.155927	-0.045013
0.141193	-0.043490
0.128527	-0.042029
0.117642	-0.040673
0.108289	-0.039440
0.100251	-0.038334
0.093344	-0.037352
0.087408	-0.036480
0.082309	-0.035671
0.077929	-0.034935
0.074164	-0.034280
0.070929	-0.033705
0.068148	-0.033201
0.065758	-0.032754
0.063704	-0.032360
0.061939	-0.032015
0.060421	-0.031715
0.059115	-0.031453
0.057993	-0.031227
0.056734	-0.031015
0.055516	-0.030718
0.054342	-0.030343
0.053215	-0.029899
0.052140	-0.029393
0.051120	-0.028834
0.050158	-0.028233
0.049260	-0.027598
0.048412	-0.026898
0.047574	-0.026032
0.046772	-0.025030
0.046038	-0.023931
0.045404	-0.022779
0.044905	-0.021618
0.044518	-0.020447
0.044162	-0.019198
0.043903	-0.017925
0.043807	-0.016668
0.043851	-0.015425
0.043966	-0.014180
0.044136	-0.012941
0.044347	-0.011717
0.044584	-0.010516
0.044834	-0.009347
0.045173	-0.008205
0.045620	-0.007088
0.046122	-0.005998
0.046630	-0.004938
0.047165	-0.003905
0.047740	-0.002897
0.048351	-0.001913
0.048995	-0.000956
0.049666	-0.000021
0.050416	0.000977
0.051257	0.002042
0.052199	0.003172
0.053256	0.004366
0.054454	0.005630
0.055808	0.006965
0.057323	0.008370
0.059007	0.009845
0.060896	0.011393
0.063003	0.013015
0.065335	0.014712
0.067934	0.016479
0.070813	0.018314
0.074004	0.020221
0.077529	0.022198
0.081422	0.024240
0.085717	0.026341
0.090448	0.028503
0.095655	0.030711
0.101381	0.032968
0.107669	0.035259
0.114572	0.037568
0.122141	0.039901
0.130435	0.042221
0.139517	0.044522
0.149475	0.046702
0.160433	0.048320
0.172421	0.049612
0.185478	0.050837
0.199687	0.052091
0.215151	0.053344
0.231980	0.054590
0.250296	0.055809
0.270228	0.056985
0.291916	0.058126
0.315514	0.059171
0.341192	0.060127
0.369129	0.060921
0.399523	0.061526
0.432588	0.061860
0.468555	0.061860
0.501686	0.061554
0.532203	0.060954
0.560308	0.060165
0.586193	0.059203
0.610029	0.058152
0.631980	0.057003
0.652192	0.055811
0.670804	0.054576
0.687942	0.053323
0.703722	0.052094
0.718251	0.050853
0.731628	0.049635
0.743945	0.048446
0.755285	0.047292
0.765726	0.046176
0.775339	0.045103
0.784191	0.044076
0.792341	0.043095
0.799845	0.042162
0.806754	0.041276
0.813116	0.040437
0.818974	0.039644
0.824369	0.038898
0.829336	0.038199
0.833911	0.037546
0.838124	0.036933
0.842004	0.036356
0.845575	0.035812
0.848862	0.035298
0.851888	0.034813
0.854675	0.034356
0.857241	0.033927
0.859603	0.033526
0.861779	0.033150
0.863782	0.032799
0.865627	0.032473
0.867326	0.032168
0.868891	0.031886
0.870332	0.031623
0.871659	0.031379
0.872881	0.031153
0.874007	0.030943
# Flap
1.128307	-0.145799
1.127975	-0.145521
1.127595	-0.145313
1.127210	-0.145061
1.126825	-0.144746
1.126419	-0.144394
1.125971	-0.144031
1.125494	-0.143636
1.124991	-0.143199
1.124452	-0.142726
1.123873	-0.142217
1.123248	-0.141673
1.122574	-0.141089
1.121847	-0.140464
1.121064	-0.139793
1.120220	-0.139073
1.119311	-0.138301
1.118329	-0.137474
1.117270	-0.136590
1.116127	-0.135643
1.114894	-0.134631
1.113562	-0.133548
1.112121	-0.132393
1.110565	-0.131160
1.108884	-0.129843
1.107070	-0.128434
1.105112	-0.126928
1.102999	-0.125318
1.100716	-0.123600
1.098251	-0.121766
1.095588	-0.119808
1.092718	-0.117711
1.089624	-0.115466
1.086283	-0.113070
1.082671	-0.110519
1.078763	-0.107810
1.074534	-0.104934
1.069953	-0.101888
1.064980	-0.098683
1.059592	-0.095300
1.053747	-0.091741
1.047402	-0.088012
1.040516	-0.084108
1.033057	-0.080005
1.024992	-0.075672
1.016237	-0.071164
1.006765	-0.066427
0.997830	-0.062094
0.989381	-0.058180
0.981428	-0.054576
0.973928	-0.051292
0.966881	-0.048246
0.960257	-0.045428
0.954016	-0.042855
0.948148	-0.040485
0.942637	-0.038282
0.937461	-0.036236
0.932591	-0.034362
0.928016	-0.032625
0.923723	-0.031006
0.919693	-0.029500
0.915909	-0.028101
0.912354	-0.026809
0.909017	-0.025607
0.905890	-0.024472
0.902962	-0.023399
0.900224	-0.022372
0.897663	-0.021390
0.895281	-0.020425
0.893072	-0.019457
0.891015	-0.018519
0.889139	-0.017530
0.887431	-0.016515
0.885867	-0.015500
0.884426	-0.014509
0.883139	-0.013496
0.881980	-0.012487
0.880929	-0.011500
0.879977	-0.010541
0.879116	-0.009612
0.878339	-0.008713
0.877633	-0.007851
0.876989	-0.007028
0.876406	-0.006242
0.875878	-0.005489
0.875400	-0.004773
0.874935	-0.004048
0.874480	-0.003299
0.874037	-0.002525
0.873611	-0.001723
0.873209	-0.000892
0.872834	-0.000030
0.872486	0.000862
0.872183	0.001786
0.871924	0.002744
0.871716	0.003731
0.871581	0.004747
0.871510	0.005755
0.871533	0.006749
0.871594	0.007724
0.871728	0.008678
