APEX 16
1.000000  0.002036  
0.996936  0.002939  
0.988795  0.005338  
0.977291  0.008683  
0.962745  0.012817  
0.946684  0.017254  
0.930138  0.021685  
0.913447  0.026011  
0.896699  0.030208  
0.879909  0.034271  
0.863091  0.038196  
0.846244  0.041983  
0.829370  0.045629  
0.812468  0.049137  
0.795546  0.052501  
0.778591  0.055724  
0.761610  0.058805  
0.744595  0.061747  
0.727557  0.064550  
0.710498  0.067212  
0.693423  0.069734  
0.676338  0.072110  
0.659238  0.074342  
0.642136  0.076424  
0.625022  0.078355  
0.607898  0.080136  
0.590773  0.081760  
0.573635  0.083229  
0.556493  0.084542  
0.539344  0.085695  
0.522184  0.086690  
0.505023  0.087527  
0.487855  0.088202  
0.470681  0.088718  
0.453510  0.089073  
0.436337  0.089267  
0.419174  0.089299  
0.402019  0.089166  
0.384874  0.088867  
0.367749  0.088400  
0.350641  0.087762  
0.333560  0.086951  
0.316510  0.085961 
0.299492  0.084791 
0.282523  0.083434 
0.265599  0.081885 
0.248739  0.080140 
0.231948  0.078187 
0.215238  0.076023 
0.198625  0.073635
0.182124  0.071014
0.165761  0.068148
0.149557  0.065024
0.133556  0.061628
0.117799  0.057944
0.102355  0.053956
0.087310  0.049650
0.072785  0.045017
0.058990  0.040088
0.046262  0.034955
0.035096  0.029839
0.025944  0.025057
0.018879  0.020836
0.013576  0.017218
0.009594  0.014109
0.006567  0.011391
0.004250  0.008957
0.002489  0.006718
0.001204  0.004607
0.000381  0.002575
0.000024  0.000624
0.000089 -0.001269
0.000556 -0.003190
0.001466 -0.005090
0.002906 -0.006846
0.004935 -0.008327
0.007560 -0.009522
0.010851 -0.010544
0.015033 -0.011514
0.020527 -0.012515
0.028026 -0.013603
0.038406 -0.014821
0.052060 -0.016156
0.068128 -0.017542
0.085370 -0.018957
0.102840 -0.020404
0.120161 -0.021923
0.137275 -0.023559
0.154200 -0.025357
0.170985 -0.027355
0.187738 -0.029589
0.204639 -0.032060
0.221631 -0.034644
0.238067 -0.036998
0.254021 -0.038916
0.269935 -0.040388
0.286070 -0.041481
0.302451 -0.042255
0.318997 -0.042742
0.335659 -0.042958
0.352439 -0.042918
0.369357 -0.042645
0.386421 -0.042174
0.403596 -0.041531
0.420860 -0.040737
0.438200 -0.039812
0.455601 -0.038770
0.473059 -0.037626
0.490567 -0.036393
0.508116 -0.035082
0.525706 -0.033703
0.543327 -0.032267
0.560976 -0.030780
0.578654 -0.029249
0.596354 -0.027682
0.614079 -0.026084
0.631831 -0.024461
0.649604 -0.022820
0.667405 -0.021167
0.685216 -0.019511
0.703005 -0.017861
0.720758 -0.016229
0.738477 -0.014622
0.756158 -0.013049
0.773800 -0.011521
0.791402 -0.010046
0.808960 -0.008636
0.826477 -0.007301
0.843943 -0.006051
0.861354 -0.004901
0.878696 -0.003863
0.895951 -0.002958
0.913086 -0.002205
0.930043 -0.001634
0.946688 -0.001280
0.962660 -0.001176
0.977023 -0.001319
0.988508 -0.001619
0.996818 -0.001946
0.999998 -0.002103
